tipo;estado;canal_entrada;fecha_entrada;fecha_contestacion;consejeria;unidad_descripcion;tema;subtema
Queja;Contestada al Ciudadano;INTERNET;2024-03-20 00:00:00.0;2024-04-01 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección del Área Territorial de Madrid Capital;EDUCACIÓN;SECUNDARIA OBLIGATORIA Y BACHILLERATO
Agradecimiento;Cancelada;INTERNET;2024-03-20 00:00:00.0;;Consejería de Presidencia, Justicia y Administración Local;SERVICIO 012;ATENCIÓN AL CIUDADANO;TELÉFONO 012
Queja;Recepcionada por Unidad;PRESENCIAL;2024-03-20 00:00:00.0;;Consejería de Vivienda, Transportes e Infraestructuras;Dirección General de Transportes;TRANSPORTES;GESTIÓN DEL TRANSPORTE
Queja;Contestada al Ciudadano;INTERNET;2024-03-20 00:00:00.0;2024-06-17 00:00:00.0;Consejería de Sanidad;Dirección General de Humanización, Atención y Seguridad al Paciente;SANIDAD;CITA SANITARIA
Queja;Contestada al Ciudadano;PRESENCIAL;2024-03-20 00:00:00.0;2024-04-02 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Enviada a Otra Administración;INTERNET;2024-03-20 00:00:00.0;;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección del Área Territorial de Madrid Capital;EDUCACIÓN;INFANTIL Y PRIMARIA
Queja;Contestada al Ciudadano;INTERNET;2024-03-20 00:00:00.0;2024-04-09 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección del Área Territorial de Madrid-Sur;EDUCACIÓN;INFANTIL Y PRIMARIA
Queja;Contestada al Ciudadano;INTERNET;2024-03-20 00:00:00.0;2024-04-02 00:00:00.0;Consejería de Presidencia, Justicia y Administración Local;Dirección General de Justicia;JUSTICIA;REGISTROS CIVILES
Queja;Contestada al Ciudadano;INTERNET;2024-03-20 00:00:00.0;2024-04-16 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Dirección General de Servicios Sociales e Integración;POLÍTICAS SOCIALES;PRESTACIONES SOCIALES Y PENSIONES NO CONTRIBUTIVAS
Queja;Contestada al Ciudadano;PRESENCIAL;2024-03-20 00:00:00.0;2024-04-02 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;PRESENCIAL;2024-03-20 00:00:00.0;2024-04-02 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;PRESENCIAL;2024-03-20 00:00:00.0;2024-03-22 00:00:00.0;Consejería de Cultura, Turismo y Deporte;Dirección General de Promoción Cultural;CULTURA;CENTROS CULTURALES
Queja;Contestada al Ciudadano;PRESENCIAL;2024-03-20 00:00:00.0;2024-03-22 00:00:00.0;Consejería de Cultura, Turismo y Deporte;Dirección General de Promoción Cultural;CULTURA;CENTROS CULTURALES
Queja;Contestada al Ciudadano;INTERNET;2024-03-20 00:00:00.0;2024-04-19 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;PRESENCIAL;2024-03-20 00:00:00.0;2024-04-01 00:00:00.0;Consejería de Cultura, Turismo y Deporte;Dirección General de Promoción Cultural;CULTURA;CENTROS CULTURALES
Queja;Contestada al Ciudadano;INTERNET;2024-03-20 00:00:00.0;2024-04-05 00:00:00.0;Consejería de Medio Ambiente, Agricultura e Interior;Dirección General de Transición Energética y Economía Circular;ENERGÍA;N/A
Queja;Contestada al Ciudadano;INTERNET;2024-03-20 00:00:00.0;2024-03-22 00:00:00.0;Consejería de Vivienda, Transportes e Infraestructuras;Dirección General de Vivienda y Rehabilitación;VIVIENDA;OTROS
Queja;Recepcionada por Unidad;PRESENCIAL;2024-03-20 00:00:00.0;;Consejería de Vivienda, Transportes e Infraestructuras;Agencia de Vivienda Social;VIVIENDA;VIVIENDAS DEL IVIMA
Queja;Contestada al Ciudadano;PRESENCIAL;2024-03-20 00:00:00.0;2024-04-02 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;INTERNET;2024-03-20 00:00:00.0;2024-08-30 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;MAYORES
Queja;Contestada al Ciudadano;PRESENCIAL;2024-03-20 00:00:00.0;2024-06-17 00:00:00.0;Consejería de Sanidad;Dirección General de Humanización, Atención y Seguridad al Paciente;SANIDAD;INFRAESTRUCTURAS (CENTROS DE SALUD Y HOSPITALES)
Queja;Contestada al Ciudadano;PRESENCIAL;2024-03-20 00:00:00.0;2024-04-02 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;PRESENCIAL;2024-03-20 00:00:00.0;2024-04-02 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;INTERNET;2024-03-20 00:00:00.0;2024-04-08 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Dirección General de Infancia, Familia y Fomento de la Natalidad;POLÍTICAS SOCIALES;FAMILIA
Queja;Contestada al Ciudadano;INTERNET;2024-03-20 00:00:00.0;2024-03-22 00:00:00.0;Consejería de Cultura, Turismo y Deporte;Dirección General de Promoción Cultural;CULTURA;CENTROS CULTURALES
Queja;Contestada al Ciudadano;INTERNET;2024-03-20 00:00:00.0;2024-03-22 00:00:00.0;Consejería de Cultura, Turismo y Deporte;Dirección General de Promoción Cultural;CULTURA;CENTROS CULTURALES
Queja;Contestada al Ciudadano;INTERNET;2024-03-20 00:00:00.0;2024-04-08 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Dirección General de Atención a Personas con Discapacidad;POLÍTICAS SOCIALES;DISCAPACIDAD
Queja;Contestada al Ciudadano;PRESENCIAL;2024-03-20 00:00:00.0;2024-04-02 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Agradecimiento;Contestada al Ciudadano;INTERNET;2024-03-20 00:00:00.0;2024-04-02 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;;EDUCACIÓN;SECUNDARIA OBLIGATORIA Y BACHILLERATO
Queja;Contestada al Ciudadano;PRESENCIAL;2024-03-20 00:00:00.0;2024-04-02 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;PRESENCIAL;2024-03-20 00:00:00.0;2024-04-19 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;PRESENCIAL;2024-03-20 00:00:00.0;2024-04-03 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;PRESENCIAL;2024-03-20 00:00:00.0;2024-04-02 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;INTERNET;2024-03-20 00:00:00.0;2024-05-31 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Dirección General de Infancia, Familia y Fomento de la Natalidad;POLÍTICAS SOCIALES;INFANCIA, ACOGIMIENTO Y ADOPCIÓN
Queja;Contestada al Ciudadano;PRESENCIAL;2024-03-20 00:00:00.0;2024-04-02 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;INTERNET;2024-03-20 00:00:00.0;2024-04-01 00:00:00.0;Consejería de Economía, Hacienda y Empleo;Dirección General de Función Pública;OTROS;FUNCIÓN PÚBLICA
Agradecimiento;Cancelada;PRESENCIAL;2024-03-20 00:00:00.0;;Consejería de Economía, Hacienda y Empleo;Dirección General del Servicio Público de Empleo;EMPLEO;OFICINAS DE EMPLEO DE LA COMUNIDAD DE MADRID
Queja;Contestada al Ciudadano;PRESENCIAL;2024-03-20 00:00:00.0;2024-04-24 00:00:00.0;Consejería de Economía, Hacienda y Empleo;Dirección General del Servicio Público de Empleo;EMPLEO;OFICINAS DE EMPLEO DE LA COMUNIDAD DE MADRID
Queja;Contestada al Ciudadano;PRESENCIAL;2024-03-20 00:00:00.0;2024-04-02 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;PRESENCIAL;2024-03-20 00:00:00.0;2024-04-16 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Agencia Madrileña de Atención Social;POLÍTICAS SOCIALES;MAYORES
Queja;Contestada al Ciudadano;INTERNET;2024-03-20 00:00:00.0;2024-06-17 00:00:00.0;Consejería de Sanidad;Dirección General de Humanización, Atención y Seguridad al Paciente;SANIDAD;CITA SANITARIA
Queja;Contestada al Ciudadano;PRESENCIAL;2024-03-20 00:00:00.0;2024-04-10 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;PRESENCIAL;2024-03-20 00:00:00.0;2024-04-04 00:00:00.0;Consejería de Economía, Hacienda y Empleo;Dirección General de Formación;EMPLEO;FORMACIÓN 
Queja;Contestada al Ciudadano;PRESENCIAL;2024-03-20 00:00:00.0;2024-04-05 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Agradecimiento;Contestada al Ciudadano;INTERNET;2024-03-20 00:00:00.0;2024-06-17 00:00:00.0;Consejería de Sanidad;Dirección General de Humanización, Atención y Seguridad al Paciente;SANIDAD;SALUD PÚBLICA
Queja;Contestada al Ciudadano;PRESENCIAL;2024-03-20 00:00:00.0;2024-04-05 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;PRESENCIAL;2024-03-20 00:00:00.0;2024-04-05 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;PRESENCIAL;2024-03-20 00:00:00.0;2024-04-05 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;PRESENCIAL;2024-03-20 00:00:00.0;2024-04-05 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;PRESENCIAL;2024-03-20 00:00:00.0;2024-04-05 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Sugerencia;Contestada al Ciudadano;INTERNET;2024-03-20 00:00:00.0;2024-04-01 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección del Área Territorial de Madrid-Sur;EDUCACIÓN;SECUNDARIA OBLIGATORIA Y BACHILLERATO
Queja;Contestada al Ciudadano;PRESENCIAL;2024-03-20 00:00:00.0;2024-04-05 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;PRESENCIAL;2024-03-20 00:00:00.0;2024-04-24 00:00:00.0;Consejería de Economía, Hacienda y Empleo;Dirección General del Servicio Público de Empleo;EMPLEO;OFICINAS DE EMPLEO DE LA COMUNIDAD DE MADRID
Queja;Contestada al Ciudadano;PRESENCIAL;2024-03-20 00:00:00.0;2024-04-05 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;PRESENCIAL;2024-03-20 00:00:00.0;2024-04-05 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Sugerencia;Contestada al Ciudadano;INTERNET;2024-03-20 00:00:00.0;2024-04-01 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección General de Universidades;EDUCACIÓN;OTROS
Queja;Contestada al Ciudadano;INTERNET;2024-03-20 00:00:00.0;2024-08-09 00:00:00.0;Consejería de Sanidad;Dirección General de Humanización, Atención y Seguridad al Paciente;SANIDAD;CITA SANITARIA
Queja;Contestada al Ciudadano;INTERNET;2024-03-20 00:00:00.0;2024-04-02 00:00:00.0;Consejería de Medio Ambiente, Agricultura e Interior;Agencia de Seguridad y Emergencias Madrid 112;PROTECCIÓN CIUDADANA;TELÉFONO DE EMERGENCIAS 112
Queja;Cancelada;INTERNET;2024-03-20 00:00:00.0;;Consejería de Economía, Hacienda y Empleo;;EMPLEO;EMPLEO
Queja;Contestada al Ciudadano;INTERNET;2024-03-20 00:00:00.0;2024-03-26 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección del Área Territorial de Madrid Capital;EDUCACIÓN;INFANTIL Y PRIMARIA
Queja;Enviada a Otra Administración;INTERNET;2024-03-20 00:00:00.0;;Consejería de Presidencia, Justicia y Administración Local;;OTROS;Canal de Isabel II
Queja;Contestada al Ciudadano;INTERNET;2024-03-20 00:00:00.0;2024-04-12 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Dirección General de Atención a Personas con Discapacidad;POLÍTICAS SOCIALES;DISCAPACIDAD
Sugerencia;Enviada a Otra Administración;INTERNET;2024-03-20 00:00:00.0;;Consejería de Presidencia, Justicia y Administración Local;;URBANISMO;OTROS
Queja;Contestada al Ciudadano;INTERNET;2024-03-20 00:00:00.0;2024-04-16 00:00:00.0;Consejería de Economía, Hacienda y Empleo;Dirección General del Servicio Público de Empleo;EMPLEO;OFICINAS DE EMPLEO DE LA COMUNIDAD DE MADRID
Queja;Cancelada;INTERNET;2024-03-20 00:00:00.0;;Consejería de Presidencia, Justicia y Administración Local;Dirección General de Justicia;JUSTICIA;ORIENTACIÓN JURÍDICA
Queja;Contestada al Ciudadano;INTERNET;2024-03-20 00:00:00.0;2024-04-08 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección del Área Territorial de Madrid Capital;EDUCACIÓN;OTROS
Queja;Contestada al Ciudadano;INTERNET;2024-03-20 00:00:00.0;2024-04-09 00:00:00.0;Consorcio Regional de Transportes;;TRANSPORTES;EMT Y AUTOBUSES URBANOS
Queja;Cancelada;INTERNET;2024-03-20 00:00:00.0;;Consejería de Digitalización;Dirección General de Atención al Ciudadano y Transparencia;INFORMATICA Y COMUNICACIONES (MADRID DIGITAL);OTROS
Queja;Contestada al Ciudadano;INTERNET;2024-03-20 00:00:00.0;2024-04-24 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;INTERNET;2024-03-20 00:00:00.0;2024-05-10 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Dirección General de Infancia, Familia y Fomento de la Natalidad;POLÍTICAS SOCIALES;FAMILIA
Sugerencia;Cancelada;INTERNET;2024-03-20 00:00:00.0;;Consejería de Presidencia, Justicia y Administración Local;;ATENCIÓN AL CIUDADANO;Sin valor
Queja;Contestada al Ciudadano;INTERNET;2024-03-21 00:00:00.0;2024-04-10 00:00:00.0;Consejería de Presidencia, Justicia y Administración Local;Dirección General de Justicia;JUSTICIA;ORIENTACIÓN JURÍDICA
Queja;Contestada al Ciudadano;INTERNET;2024-03-21 00:00:00.0;2024-04-05 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;MAYORES
Agradecimiento;Contestada al Ciudadano;INTERNET;2024-03-21 00:00:00.0;2024-04-04 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección del Área Territorial de Madrid-Norte;EDUCACIÓN;SECUNDARIA OBLIGATORIA Y BACHILLERATO
Queja;Contestada al Ciudadano;PRESENCIAL;2024-03-21 00:00:00.0;2024-04-19 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;MAYORES
Queja;Contestada al Ciudadano;PRESENCIAL;2024-03-21 00:00:00.0;2024-04-19 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;MAYORES
Queja;Contestada al Ciudadano;INTERNET;2024-03-21 00:00:00.0;2024-04-09 00:00:00.0;Consejería de Economía, Hacienda y Empleo;Dirección General de Comercio, Consumo y Servicios;ECONOMIA;CONSUMO
Queja;Contestada al Ciudadano;PRESENCIAL;2024-03-21 00:00:00.0;2024-04-19 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;MAYORES
Queja;Enviada a Otra Administración;INTERNET;2024-03-21 00:00:00.0;;Consejería de Presidencia, Justicia y Administración Local;;MEDIO AMBIENTE;RESIDUOS
Queja;Contestada al Ciudadano;LLAMADAS 012;2024-03-21 00:00:00.0;2024-04-04 00:00:00.0;Consorcio Regional de Transportes;;TRANSPORTES;EMT Y AUTOBUSES URBANOS
Queja;Contestada al Ciudadano;LLAMADAS 012;2024-03-21 00:00:00.0;2024-04-04 00:00:00.0;Consorcio Regional de Transportes;;TRANSPORTES;EMT Y AUTOBUSES URBANOS
Queja;Contestada al Ciudadano;LLAMADAS 012;2024-03-21 00:00:00.0;2024-04-17 00:00:00.0;Consorcio Regional de Transportes;;TRANSPORTES;AUTOBUSES INTERURBANOS
Queja;Enviada a Otra Administración;INTERNET;2024-03-21 00:00:00.0;;Consejería de Presidencia, Justicia y Administración Local;;JUSTICIA;REGISTROS CIVILES
Queja;Contestada al Ciudadano;INTERNET;2024-03-21 00:00:00.0;2024-06-17 00:00:00.0;Consejería de Sanidad;Dirección General de Humanización, Atención y Seguridad al Paciente;SANIDAD;INFRAESTRUCTURAS (CENTROS DE SALUD Y HOSPITALES)
Queja;Contestada al Ciudadano;INTERNET;2024-03-21 00:00:00.0;2024-04-02 00:00:00.0;Consejería de Economía, Hacienda y Empleo;Dirección General de Tributos;ATENCIÓN AL CONTRIBUYENTE;INFORMACIÓN Y ATENCIÓN AL CONTRIBUYENTE 
Agradecimiento;Cancelada;INTERNET;2024-03-21 00:00:00.0;;Consejería de Presidencia, Justicia y Administración Local;SERVICIO 012;ATENCIÓN AL CIUDADANO;TELÉFONO 012
Queja;Contestada al Ciudadano;INTERNET;2024-03-21 00:00:00.0;2024-04-11 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Dirección General de Infancia, Familia y Fomento de la Natalidad;POLÍTICAS SOCIALES;FAMILIA
Queja;Contestada al Ciudadano;INTERNET;2024-03-21 00:00:00.0;2024-04-01 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección del Área Territorial de Madrid Capital;EDUCACIÓN;INFANTIL Y PRIMARIA
Queja;Contestada al Ciudadano;PRESENCIAL;2024-03-21 00:00:00.0;2024-04-04 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Dirección General de Servicios Sociales e Integración;POLÍTICAS SOCIALES;PRESTACIONES SOCIALES Y PENSIONES NO CONTRIBUTIVAS
Queja;Recepcionada por Unidad;INTERNET;2024-03-21 00:00:00.0;;Consejería de Medio Ambiente, Agricultura e Interior;DG DE BIODIVERSIDAD Y RECURSOS NATURALES;MEDIO AMBIENTE;CALIDAD AMBIENTAL
Queja;Contestada al Ciudadano;INTERNET;2024-03-21 00:00:00.0;2024-03-25 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección del Área Territorial de Madrid-Este;EDUCACIÓN;INFANTIL Y PRIMARIA
Queja;Contestada al Ciudadano;PRESENCIAL;2024-03-21 00:00:00.0;2024-04-08 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Cancelada;INTERNET;2024-03-21 00:00:00.0;;Consejería de Educación, Universidades, Ciencia y Portavocía;;EDUCACIÓN;Sin valor
Queja;Contestada al Ciudadano;INTERNET;2024-03-21 00:00:00.0;2024-03-26 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;PRESENCIAL;2024-03-21 00:00:00.0;2024-04-24 00:00:00.0;Consejería de Economía, Hacienda y Empleo;Dirección General del Servicio Público de Empleo;EMPLEO;OFICINAS DE EMPLEO DE LA COMUNIDAD DE MADRID
Queja;Contestada al Ciudadano;PRESENCIAL;2024-03-21 00:00:00.0;2024-04-08 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;INTERNET;2024-03-21 00:00:00.0;2024-03-26 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;INTERNET;2024-03-21 00:00:00.0;2024-03-25 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección del Área Territorial de Madrid-Este;EDUCACIÓN;INFANTIL Y PRIMARIA
